Ref,ProgAbbrName,SEX,CGPA,Semester1,Semester2,Semester3,Semester4,Semester5,Semester6,Semester7,Semester8,GRADUATED
STU8021,B.Sc. Agric. Ed.,1,3,4,3,3,3,4,3,4,3,1
STU8022,BACHELOR OF ARTS IN HUMANITIES,0,3,3,2,3,3,3,3,3,3,1
STU8023,BED PRIMARY (LANGUAGE ARTS),0,2,1.5,2,1.5,2,1.5,2,2,3,0
STU8024,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,2,3,2,3,3,3,1
STU8025,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,2,2,3,3,3,4,3,4,1
STU8026,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,2,2,2,2,2,0
STU8027,B.Sc. EHFS,0,3,3,2,2,2,2,3,3,4,1
STU8028,B.Sc. Agric. Ed.,0,4,4,4,3,3,4,4,4,4,1
STU8029,B.Comm. (New Programme),0,3,3,3,3,2,2,2,2,3,1
STU8030,B.Ed. Secondary (Business Education),0,3,3,2,3,3,3,3,3,3,1
STU8031,BED PRIMARY (LANGUAGE ARTS),0,3,2,3,3,3,4,4,4,3,1
STU8032,BACHELOR OF SOCIAL WORK,0,2,2,2,2,2,2,2,2,3,0
STU8033,B.Sc. Ani. Sci.,1,3,3,3,2,2,2,4,2,3,1
STU8034,B.Ed. Primary (Science),1,2,2,2,2,3,2,2,3,2,0
STU8035,B.Comm. (New Programme),0,3,2,3,3,3,3,3,3,3,1
STU8036,B.Sc. FSNT,0,3,4,2,2,3,4,3,4,4,1
STU8037,B.Comm. (New Programme),1,2,1.5,1.5,2,2,1.5,2,2,2,0
STU8038,B.NSc. (N/P),1,4,4,3,3,4,4,4,4,4,1
STU8039,B.Sc. Agric. Ed.,0,4,4,4,3,3,4,3,3,3,1
STU8040,B.Sc. Agron.,0,3,3,2,1.5,2,2,4,2,3,1
STU8041,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,2,3,2,3,3,3,1
STU8042,B.Sc. EMWR,1,2,2,1.5,1.5,2,2,2,1.5,3,0
STU8043,B.NSc. (N/P),1,3,3,3,3,3,3,3,3,3,1
STU8044,B.Comm. (New Programme),0,4,3,4,3,4,3,4,4,3,1
STU8045,BED PRIMARY (LANGUAGE ARTS),0,2,1,0,1.5,3,2,2,2,2,0
STU8046,BACHELOR OF ARTS IN HUMANITIES,1,3,2,2,3,2,3,2,3,2,1
STU8047,BACHELOR OF SOCIAL WORK,0,2,2,2,2,2,2,3,2,3,0
STU8048,B.Sc. Agric. Econ. and AgBMgt.,1,3,4,2,3,4,3,4,4,4,0
STU8049,B.Sc. Hort.,1,2,2,3,1.5,2,2,4,1.5,2,0
STU8050,B.Sc. EHS (N/P),0,3,3,2,3,3,3,3,3,4,1
STU8051,BACHELOR OF ARTS IN HUMANITIES,0,3,2,1.5,2,3,4,3,3,3,1
STU8052,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,2,3,4,3,3,4,0
STU8053,BACHELOR OF ARTS IN HUMANITIES,1,3,3,3,2,3,2,2,2,3,1
STU8054,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,3,3,3,3,4,3,3,1
STU8055,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,2,4,3,3,3,2,0
STU8056,B.Sc. Ani. Sci.,1,2,3,2,1.5,2,1.5,3,1.5,2,0
STU8057,B.Comm. (New Programme),1,2,2,2,2,1.5,2,2,2,2,0
STU8058,BACHELOR OF ARTS IN HUMANITIES,1,2,2,2,2,3,2,3,2,2,0
STU8059,B.Sc. Agric. Econ. and AgBMgt.,1,3,4,3,2,2,3,4,3,3,1
STU8060,BACHELOR OF SOCIAL WORK,0,3,2,3,2,3,2,3,3,3,0
STU8061,B.Ed. Secondary (Humanities),0,3,3,3,2,3,3,3,3,3,1
STU8062,BED PRIMARY (LANGUAGE ARTS),0,2,1.5,2,2,2,2,2,1.5,3,0
STU8063,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,3,3,3,3,4,3,3,1
STU8064,B.Ed. Primary (Science),0,3,2,2,2,2,4,4,3,3,1
STU8065,B.Sc. EMWR,0,3,3,2,3,3,3,3,3,3,1
STU8066,BACHELOR OF SCIENCE,1,2,2,2,2,2,2,1,1,2,0
STU8067,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,2,3,3,3,3,3,1
STU8068,B.A. JMC,0,2,1.5,2,1,2,1.5,1.5,2,1.5,0
STU8069,B.Sc. Hort.,0,3,3,2,2,4,3,3,3,3,0
STU8070,B.Comm. (New Programme),0,3,3,3,3,3,3,3,3,3,1
STU8071,B.Sc. Agron.,1,3,3,3,2,3,3,4,2,2,0
STU8072,BACHELOR OF SCIENCE,1,2,2,3,1,3,3,1,1.5,3,0
STU8073,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,3,3,3,3,3,2,1
STU8074,BED PRIMARY (LANGUAGE ARTS),0,3,2,3,3,3,3,3,3,3,1
STU8075,BACHELOR OF SCIENCE,1,2,3,2,1.5,2,2,3,3,3,0
STU8076,B.Ed. Secondary (Humanities),1,3,2,3,2,3,2,2,3,3,1
STU8077,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,3,2,2,2,2,2,3,0
STU8078,B.Sc. Agron.,0,3,4,3,3,3,4,4,3,3,1
STU8079,B.Comm. (New Programme),1,3,4,3,3,3,4,4,4,4,1
STU8080,B.Sc. FSNT,0,4,3,3,3,4,4,3,4,4,1
STU8081,B.Sc. Agric. Econ. and AgBMgt.,0,4,4,4,3,4,3,5,4,3,1
STU8082,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,2,2,3,4,3,2,2,2,0
STU8083,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,2,2,2,2,2,2,3,0
STU8084,B.Sc. Cons. Sci.,0,3,3,2,3,4,3,4,4,4,1
STU8085,BACHELOR OF SOCIAL WORK,1,2,1.5,2,2,2,1.5,2,2,3,0
STU8086,B.Sc. Agron.,1,2,3,3,2,2,2,4,1.5,2,0
STU8087,B.Sc. FSNT,0,3,3,2,2,2,3,4,4,3,1
STU8088,B.Comm. (New Programme),0,3,3,3,3,3,3,3,3,3,1
STU8089,B.Sc. Agron.,0,3,3,2,2,2,3,5,2,3,1
STU8090,BACHELOR OF ARTS IN HUMANITIES,1,2,2,2,1.5,2,2,2,2,2,0
STU8091,B.Ed. Secondary (Science),1,3,2,2,1.5,2,2,3,3,2,0
STU8092,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,2,2,3,3,3,3,1
STU8093,B.Sc. Ani. Sci. (Dairy Option),1,3,3,3,2,2,2,3,2,3,1
STU8094,B.Ed. Primary (Science),1,2,1.5,1.5,1,2,2,3,2,3,0
STU8095,BACHELOR OF SCIENCE,1,2,1.5,2,1,2,1,3,1.5,2,0
STU8096,B.Sc. Ani. Sci. (Dairy Option),0,3,3,3,3,3,2,3,3,3,1
STU8097,B.Ed. Secondary (Business Education),1,2,2,2,2,2,3,2,2,3,0
STU8098,BACHELOR OF SCIENCE,1,2,2,2,3,3,3,2,2,2,0
STU8099,BACHELOR OF SOCIAL WORK,1,3,3,3,3,3,3,3,3,3,1
STU8100,B.Comm. (New Programme),0,3,3,3,3,3,3,3,4,3,1
STU8101,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,1.5,2,2,2,2,2,2,0
STU8102,B.Sc. EMWR,0,3,2,2,2,3,3,3,3,3,1
STU8103,BACHELOR OF ARTS IN HUMANITIES,0,2,3,2,1.5,2,2,3,3,2,0
STU8104,BACHELOR OF SCIENCE,0,3,3,3,3,3,4,3,3,4,1
STU8105,BACHELOR OF SCIENCE,1,3,3,2,3,3,3,3,4,4,1
STU8106,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,4,3,3,3,3,3,1
STU8107,B.Sc. ABE,1,4,4,4,3,3,3,3,3,4,1
STU8108,B.Sc. Hort.,1,2,3,2,1.5,2,2,4,1,2,0
STU8109,B.NSc. (N/P),1,3,3,2,2,3,2,3,3,3,1
STU8110,BACHELOR OF SCIENCE,0,4,4,4,4,4,4,4,4,4,1
STU8111,B.Ed. Primary (Science),0,3,2,2,2,2,2,2,3,3,0
STU8112,B.Sc. ABE,1,3,3,3,2,2,2,4,1.5,2,0
STU8113,B.Sc. Agron.,1,3,3,3,3,2,3,4,3,3,1
STU8114,B.Sc. Agric. Ed.,0,3,4,3,3,3,3,4,2,3,1
STU8115,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,1.5,2,1.5,2,2,2,2,2,0
STU8116,B.Sc. EMOSH,0,2,2,2,2,2,2,2,2,3,0
STU8117,B.Sc. ABE,1,3,4,3,3,3,3,3,2,3,1
STU8118,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,3,2,2,3,3,0
STU8119,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,2,2,3,2,1.5,3,3,2,0
STU8120,B.Comm. (New Programme),0,4,3,3,4,4,4,4,4,4,1
STU8121,BACHELOR OF ARTS IN HUMANITIES,1,2,2,2,1.5,2,1.5,2,2,2,0
STU8122,B.Sc. Agron.,1,3,3,3,2,2,2,3,2,2,0
STU8123,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,2,2,2,4,2,2,0
STU8124,BED PRIMARY (LANGUAGE ARTS),1,2,1,1.5,2,2,2,2,2,1.5,0
STU8125,B.NSc. (N/P),1,3,3,2,2,3,2,3,4,4,1
STU8126,BACHELOR OF SOCIAL WORK,0,3,2,2,3,3,4,3,3,3,1
STU8127,BED PRIMARY (LANGUAGE ARTS),0,3,2,2,2,2,3,3,3,3,1
STU8128,B.Sc. Cons. Sci. Ed.,0,3,3,3,2,3,3,5,4,3,1
STU8129,B.Sc. EHFS,0,3,3,2,2,3,3,4,4,4,1
STU8130,B.Sc. Agric. Ed.,1,3,4,3,3,3,3,3,3,2,0
STU8131,B.Sc. EHFS,0,3,3,2,3,3,3,3,4,5,1
STU8132,B.Sc. ABE,1,3,3,3,3,3,3,3,2,3,1
STU8133,B.NSc. (N/P),1,4,3,3,3,4,3,3,4,4,1
STU8134,B.Ed. Secondary - IDE,1,2,2,1.5,2,2,2,3,2,2,0
STU8135,BACHELOR OF SCIENCE,1,3,3,3,2,2,3,2,3,4,1
STU8136,B.Comm. (New Programme),0,3,2,2,3,2,2,2,3,4,1
STU8137,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,2,2,2,3,2,0
STU8138,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,2,2,2,2,1.5,0
STU8139,B.Sc. Cons. Sci. Ed.,0,3,4,3,3,3,4,4,4,4,1
STU8140,B.Sc. Ani. Sci.,0,3,4,3,2,3,3,5,3,4,1
STU8141,B.Sc. ABE,1,3,4,3,3,3,3,4,2,3,1
STU8142,BACHELOR OF SOCIAL WORK,0,3,3,3,3,3,3,3,3,3,1
STU8143,B.Comm. (New Programme),0,2,2,1.5,2,1.5,2,2,2,1.5,0
STU8144,BED PRIMARY (LANGUAGE ARTS),0,3,2,2,2,2,3,3,3,4,0
STU8145,B.Sc. Agric. Econ. and AgBMgt.,1,3,4,3,3,3,4,4,3,3,1
STU8146,BACHELOR OF SCIENCE,0,3,3,3,3,3,3,3,3,3,1
STU8147,B.Comm. (New Programme),0,2,2,2,2,1.5,2,1.5,1.5,1,0
STU8148,B.Sc. ABE,0,4,4,4,3,4,4,4,2,4,1
STU8149,B.NSc. (N/P),1,3,3,3,3,3,2,3,3,3,1
STU8150,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,3,2,2,2,2,3,0
STU8151,B.NSc. (N/P),1,3,3,3,3,3,3,3,3,4,1
STU8152,B.Comm. (New Programme),1,2,2,1,4,3,2,2,2,2,0
STU8153,B.Ed. Secondary (Business Education),0,2,2,1.5,2,2,2,3,2,3,0
STU8154,B.Sc. ABE,1,3,4,3,2,2,2,3,2,2,1
STU8155,BACHELOR OF ARTS IN HUMANITIES,1,3,2,2,2,2,3,3,3,3,1
STU8156,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,3,2,3,2,2,1.5,3,0
STU8157,B.Sc. EMOSH,1,2,3,1.5,3,3,2,2,2,2,0
STU8158,B.Ed. Secondary (Business Education),1,2,2,1.5,2,2,2,3,3,2,0
STU8159,BACHELOR OF ARTS IN HUMANITIES,1,3,2,2,2,3,2,2,3,3,1
STU8160,B.Comm. (New Programme),1,3,3,3,2,2,3,3,3,2,1
STU8161,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,2,2,2,1.5,2,2,2,0
STU8162,B.Sc. EMWR,1,2,2,2,2,2,2,2,2,3,0
STU8163,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,2,3,2,3,3,3,1
STU8164,BACHELOR OF SCIENCE,0,4,4,4,4,3,4,4,4,4,1
STU8165,BACHELOR OF SCIENCE,0,2,1,1.5,1.5,2,2,3,2,2,0
STU8166,B.Sc. EHS (N/P),1,3,4,2,2,3,3,3,3,3,1
STU8167,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,3,4,3,3,4,4,1
STU8168,B.Ed. Secondary (Humanities),0,3,3,3,2,3,3,3,5,3,1
STU8169,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,1.5,1.5,2,1.5,2,2,1.5,0
STU8170,BACHELOR OF ARTS IN HUMANITIES,0,2,2,1.5,1.5,2,2,2,2,2,0
STU8171,B.Sc. Cons. Sci. Ed.,1,4,4,4,3,3,3,5,3,3,1
STU8172,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,2,2,1.5,1.5,2,2,0
STU8173,B.NSc. (N/P),1,3,3,3,3,4,3,4,4,4,1
STU8174,BACHELOR OF SOCIAL WORK,0,3,3,3,3,3,4,3,3,3,1
STU8175,BED PRIMARY (LANGUAGE ARTS),0,3,2,3,3,3,3,2,3,4,0
STU8176,B.Sc. ABE,1,3,4,3,3,3,3,3,2,3,1
STU8177,B.Sc. Agric. Ed.,1,3,3,3,2,2,2,4,2,3,1
STU8178,B.Sc. ABE,1,3,4,4,3,3,3,4,3,3,1
STU8179,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,0,2,1.5,2,2,3,2,0
STU8180,B.Sc. Agron.,0,2,2,1.5,0,2,2,4,1.5,3,0
STU8181,B.Sc. EHS (N/P),1,2,3,2,2,2,2,2,2,3,0
STU8182,B.Sc. TADM,0,2,2,2,2,1.5,1.5,3,2,0,0
STU8183,B.Sc. Agric. Econ. and AgBMgt.,1,3,4,3,3,3,3,4,4,3,1
STU8184,B.Sc. ABE,1,4,4,4,3,4,3,4,2,3,1
STU8185,B.Ed. Primary (Science),0,3,2,2,2,3,3,3,2,3,0
STU8186,BACHELOR OF SCIENCE,1,3,3,4,3,3,4,2,3,3,0
STU8187,B.NSc. (N/P),0,3,4,3,3,3,3,3,3,3,1
STU8188,B.Sc. Ani. Sci.,0,4,4,4,3,4,4,4,4,4,1
STU8189,B.Sc. Agron.,1,3,3,2,3,3,2,4,2,3,1
STU8190,B.Sc. Agron.,0,2,3,3,2,2,2,4,1.5,3,0
STU8191,B.Comm. (New Programme),0,4,3,4,4,4,4,4,4,4,1
STU8192,B.Ed. Secondary (Humanities),0,2,2,2,1.5,2,3,2,2,2,0
STU8193,B.Sc. Ani. Sci.,1,3,3,2,2,3,2,4,2,3,0
STU8194,BACHELOR OF SCIENCE,0,3,3,3,3,3,3,3,4,4,1
STU8195,B.Ed. Secondary (Business Education),1,2,2,2,1,0,1,0,0,2,0
STU8196,B.A. JMC,1,2,1.5,2,1.5,2,1.5,1.5,2,2,0
STU8197,BACHELOR OF ARTS IN HUMANITIES,1,3,2,2,2,2,2,2,3,3,1
STU8198,B.Sc. FSNT,0,3,4,4,2,3,3,3,4,4,1
STU8199,B.Ed. Secondary (Business Education),1,2,3,2,1.5,2,2,2,2,3,0
STU8200,B.NSc. (N/P),1,3,3,3,3,3,3,4,3,4,1
STU8201,B.Comm. (New Programme),0,2,3,2,2,2,2,2,3,3,0
STU8202,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,4,4,4,4,4,4,3,4,4,1
STU8203,B.NSc. (N/P),0,3,3,2,3,4,3,3,3,4,1
STU8204,B.Comm. (New Programme),0,2,2,1,1.5,0,1,2,2,3,0
STU8205,B.NSc. (N/P),1,3,4,3,3,3,3,3,4,4,1
STU8206,BACHELOR OF ARTS IN HUMANITIES,1,2,2,3,2,2,2,2,3,2,0
STU8207,B.Sc. ABE,1,3,4,3,3,3,3,2,2,2,1
STU8208,B.Sc. FSNT,1,3,3,2,2,3,3,4,4,3,1
STU8209,BED PRIMARY (LANGUAGE ARTS),1,2,2,2,2,2,2,2,2,3,0
STU8210,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,4,3,3,3,3,3,3,3,1
STU8211,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,4,4,3,3,3,3,1
STU8212,BACHELOR OF SCIENCE,1,3,3,3,2,2,3,2,3,3,1
STU8213,B.Ed. Secondary (Humanities),1,2,2,1.5,0,2,2,2,2,3,0
STU8214,B.Comm. (New Programme),0,2,2,1.5,1.5,2,2,2,2,2,0
STU8215,B.Sc. ABE,1,3,4,4,3,3,3,4,2,3,1
STU8216,B.Sc. EMWR,0,3,2,2,2,3,3,3,3,3,1
STU8217,BACHELOR OF SCIENCE,0,3,2,2,2,3,3,3,2,3,0
STU8218,BACHELOR OF SCIENCE,1,3,4,3,2,4,3,4,2,2,1
STU8219,B.Comm. (New Programme),1,3,2,3,3,3,2,3,4,3,1
STU8220,B.Ed. Secondary (Science),1,2,3,2,2,2,2,2,2,3,0
STU8221,B.Sc. ABE,1,3,5,4,3,3,3,4,2,3,1
STU8222,B.Sc. Agron.,1,2,2,2,2,2,3,3,2,3,0
STU8223,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,3,2,2,4,3,3,2,3,1
STU8224,B.A. JMC,0,2,2,1.5,2,1.5,1.5,3,1.5,2,0
STU8225,B.NSc. (N/P),1,3,3,2,3,3,3,3,3,4,1
STU8226,B.NSc. (N/P),0,3,2,2,3,3,3,4,3,4,1
STU8227,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,3,3,3,3,4,3,3,1
STU8228,B.NSc. (N/P),1,4,4,4,3,4,3,4,3,4,1
STU8229,B.Comm. (New Programme),1,2,2,2,2,1.5,2,1,1.5,1.5,0
STU8230,B.Comm. (New Programme),1,3,2,1.5,2,2,3,2,3,4,1
STU8231,B.Ed. Secondary (Business Education),0,3,3,3,2,3,2,3,3,3,1
STU8232,B.Comm. (New Programme),0,2,2,2,1.5,1.5,2,1.5,3,3,0
STU8233,B.Ed. Secondary (Humanities),1,3,3,3,2,2,3,3,3,4,1
STU8234,B.Sc. Agric. Ed.,1,3,3,4,2,2,2,5,2,3,1
STU8235,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,1.5,2,0,0,3,3,0
STU8236,B.Ed. Secondary (Business Education),1,2,2,1,1.5,2,2,3,3,2,0
STU8237,B.Sc. Ani. Sci.,0,3,3,3,2,2,2,4,3,4,1
STU8238,BED PRIMARY (LANGUAGE ARTS),1,4,2,3,4,4,4,4,4,4,1
STU8239,B.Sc. ABE,0,3,4,3,3,3,3,4,3,4,1
STU8240,B.A. Humanities (IDE),1,3,0,0,0,0,3,3,3,3,0
STU8241,B.Sc. Agron.,0,4,4,3,4,4,4,3,4,3,1
STU8242,B.Ed. Secondary (Science),1,2,2,2,1,2,2,2,2,2,0
STU8243,B.Ed. Secondary (Business Education),0,3,3,2,3,3,3,4,3,4,1
STU8244,B.Comm. (New Programme),0,2,2,1.5,2,2,2,3,2,2,0
STU8245,B.Ed. Primary (Science),1,3,2,2,2,2,3,3,2,3,1
STU8246,B.Sc. EHS (N/P),1,3,3,3,3,3,3,3,3,4,1
STU8247,B.Comm. (New Programme),1,3,3,3,3,2,2,3,2,2,1
STU8248,B.Ed. Secondary (Science),0,3,2,2,2,3,4,2,3,3,1
STU8249,B.Comm. (New Programme),0,2,2,2,2,2,2,2,3,2,0
STU8250,BACHELOR OF SOCIAL WORK,0,3,3,3,3,3,3,4,3,3,1
STU8251,B.Sc. Agron.,0,3,3,3,3,3,3,4,3,3,1
STU8252,B.Ed. Secondary (Business Education),1,2,2,2,2,2,3,2,3,2,0
STU8253,BACHELOR OF SCIENCE,0,2,2,2,2,2,2,2,2,2,0
STU8254,B.Sc. FSNT,0,2,3,3,2,2,2,3,2,2,0
STU8255,B.NSc. (N/P),0,3,3,3,3,3,3,4,3,4,1
STU8256,BACHELOR OF SOCIAL WORK,0,2,2,2,2,2,3,3,2,3,1
STU8257,B.A. JMC,1,2,2,1.5,1,2,1,1,2,2,0
STU8258,B.Sc. Agric. Econ. and AgBMgt.,0,4,4,4,3,3,3,4,4,3,1
STU8259,B.Comm. (New Programme),0,4,4,4,3,3,4,4,4,3,1
STU8260,B.Sc. Cons. Sci. Ed.,0,3,4,3,2,2,3,4,2,2,1
STU8261,BACHELOR OF SCIENCE,0,2,2,2,1,2,3,0,2,2,0
STU8262,B.Comm. (New Programme),1,3,0,0,0,0,3,3,2,3,1
STU8263,BACHELOR OF SCIENCE,1,3,3,3,3,2,3,3,3,4,1
STU8264,B.NSc. (N/P),1,3,3,3,3,3,3,3,4,4,1
STU8265,B.Comm. (New Programme),1,2,3,2,2,2,2,2,2,2,0
STU8266,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,2,3,2,3,3,3,1
STU8267,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,3,3,3,4,2,4,1
STU8268,B.Ed. Secondary (Humanities),1,2,3,2,2,2,2,2,2,3,0
STU8269,B.Sc. Ani. Sci.,0,3,4,3,2,2,2,5,2,3,0
STU8270,B.Sc. Agric. Econ. and AgBMgt.,0,3,4,3,3,3,3,4,4,4,1
STU8271,BACHELOR OF SCIENCE,0,3,2,2,2,2,3,3,3,4,1
STU8272,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,4,4,3,2,4,3,1
STU8273,B.Sc. Agron.,1,3,3,2,3,2,3,4,2,2,1
STU8274,B.Sc. Agric. Econ. and AgBMgt.,1,3,4,2,2,2,2,3,2,2,1
STU8275,B.Sc. EMWR,1,2,3,2,2,3,2,2,2,2,0
STU8276,B.Sc. ABE,1,3,4,3,3,2,3,4,2,3,1
STU8277,B.A. JMC,1,3,2,3,2,3,3,3,3,3,1
STU8278,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,1.5,2,2,1.5,2,2,2,0
STU8279,BACHELOR OF SOCIAL WORK,0,3,2,2,3,3,3,3,3,3,1
STU8280,B.Ed. Secondary - IDE,1,4,4,4,4,4,4,4,4,4,1
STU8281,BACHELOR OF ARTS IN HUMANITIES,0,2,1.5,2,2,2,2,2,2,3,0
STU8282,B.Ed. Secondary (Business Education),0,2,2,1,1,1.5,2,2,3,3,0
STU8283,BACHELOR OF SCIENCE,1,3,3,4,3,3,3,4,4,4,1
STU8284,BACHELOR OF SCIENCE,1,4,3,4,4,4,4,3,4,4,1
STU8285,B.Sc. EHS (N/P),0,2,2,2,2,3,2,2,2,3,0
STU8286,B.Sc. Cons. Sci.,1,2,3,2,2,2,1.5,3,2,2,0
STU8287,B.Comm. (New Programme),0,4,4,4,4,4,4,4,4,4,1
STU8288,B.Sc. Agric. Ed.,1,4,5,4,3,4,4,5,4,4,1
STU8289,B.Sc. Agron.,1,3,3,2,2,2,2,4,2,2,0
STU8290,B.Sc. ABE,1,2,3,2,1.5,1.5,2,3,1,1.5,0
STU8291,B.Sc. Ani. Sci. (Dairy Option),1,3,4,3,3,3,3,4,3,4,1
STU8292,B.Ed. Secondary (Science),0,3,2,2,2,2,3,2,3,3,1
STU8293,B.Sc. Agric. Ed.,1,4,4,4,3,3,3,4,4,4,1
STU8294,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,3,3,3,3,3,3,1
STU8295,B.Sc. Agric. Ed.,1,3,3,3,3,2,3,5,3,3,1
STU8296,B.Sc. Agron.,0,3,3,3,3,3,3,4,3,3,1
STU8297,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,2,2,2,2,3,3,1
STU8298,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,3,2,2,2,1,2,2,3,0
STU8299,B.Comm. (New Programme),1,4,4,4,4,4,4,5,4,3,1
STU8300,BACHELOR OF SOCIAL WORK,1,3,3,3,3,3,3,3,3,3,1
STU8301,B.Sc. Ani. Sci.,0,2,2,2,1.5,3,2,3,1.5,2,0
STU8302,B.Sc. TADM,0,3,3,2,2,2,2,3,3,2,0
STU8303,B.Sc. Cons. Sci. Ed.,0,3,3,2,3,3,3,3,3,3,1
STU8304,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,2,2,2,3,3,3,3,3,1
STU8305,B.Comm. (New Programme),0,4,4,3,4,4,3,4,4,4,1
STU8306,BACHELOR OF SCIENCE,1,2,2,2,2,2,1.5,2,2,1.5,0
STU8307,B.NSc. (N/P),0,3,3,3,3,3,3,4,3,3,1
STU8308,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,1,2,1.5,2,2,1.5,0
STU8309,BACHELOR OF ARTS IN HUMANITIES,1,3,3,3,3,3,3,3,4,4,1
STU8310,B.Comm. (New Programme),1,2,2,2,1.5,2,1.5,2,2,1.5,0
STU8311,B.Sc. EHS (N/P),1,2,3,2,2,2,2,2,2,3,0
STU8312,B.Sc. Agric. Econ. and AgBMgt.,0,4,4,4,3,4,4,4,4,4,1
STU8313,B.Sc. FSNT,0,3,2,2,1,2,3,3,3,4,0
STU8314,B.Comm. (New Programme),0,3,2,1.5,2,2,2,3,3,3,1
STU8315,B.Sc. ABE,1,4,4,3,3,3,4,4,2,4,1
STU8316,B.NSc. (N/P),0,3,3,2,3,3,3,3,3,3,1
STU8317,B.Sc. Cons. Sci. Ed.,0,2,2,2,2,1.5,2,3,3,3,0
STU8318,B.Comm. (New Programme),0,3,3,3,3,3,3,3,3,3,1
STU8319,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,2,2,2,2,2,3,3,0
STU8320,BACHELOR OF ARTS IN HUMANITIES,1,2,2,2,2,3,2,2,2,2,0
STU8321,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,3,4,3,3,3,3,1
STU8322,BACHELOR OF SOCIAL WORK,0,3,2,3,2,3,3,3,3,3,1
STU8323,BACHELOR OF SOCIAL WORK,0,3,3,3,3,3,3,3,3,3,1
STU8324,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,3,2,2,3,2,2,2,3,0
STU8325,B.Ed. Secondary (Science),0,2,2,2,1.5,2,2,2,2,2,0
STU8326,B.Sc. Agric. Ed.,1,3,4,3,3,3,3,3,4,3,1
STU8327,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,3,3,3,2,3,3,2,2,0
STU8328,B.Ed. Secondary (Humanities),0,2,1.5,1,0,2,1.5,2,2,2,0
STU8329,B.Sc. Agron.,0,4,4,4,4,4,4,3,4,4,1
STU8330,B.NSc. (N/P),0,3,3,3,3,3,3,3,3,3,1
STU8331,BACHELOR OF ARTS IN HUMANITIES,1,2,2,2,1.5,2,2,1.5,2,2,0
STU8332,B.Sc. EMWR,0,3,3,2,2,3,3,2,3,3,0
STU8333,B.Ed. Secondary (Science),1,2,2,2,2,2,2,2,1,2,0
STU8334,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,3,2,2,3,2,2,2,2,0
STU8335,B.Ed. Primary (Science),1,3,3,2,2,2,3,3,3,2,1
STU8336,BACHELOR OF ARTS IN HUMANITIES,1,2,2,2,1.5,2,2,1.5,2,2,0
