Ref,ProgAbbrName,SEX,CGPA,Semester1,Semester2,Semester3,Semester4,Semester5,Semester6,Semester7,Semester8,GRADUATED
STU8337,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,2,1.5,2,1.5,3,2,3,0
STU8338,B.Sc. Ani. Sci.,1,2,3,2,2,2,2,3,2,2,0
STU8339,B.Sc. FSNT,0,3,3,2,1.5,2,2,4,2,3,0
STU8340,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,2,3,3,3,2,3,1
STU8341,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,3,4,3,3,3,3,1
STU8342,B.Sc. Agric. Ed.,1,4,4,4,4,3,4,4,3,4,1
STU8343,B.Sc. Hort.,1,3,4,3,2,3,2,3,2,2,1
STU8344,B.Sc. Agric. Ed.,1,3,3,3,2,2,2,4,3,3,1
STU8345,B.Sc. Agron.,0,3,3,3,3,3,4,4,3,3,1
STU8346,B.NSc. (N/P),0,3,3,3,4,4,3,3,4,4,1
STU8347,B.Ed. Secondary (Humanities),0,2,2,2,1.5,2,2,2,2,3,0
STU8348,BACHELOR OF SOCIAL WORK,0,2,2,2,2,2,2,3,3,2,0
STU8349,BACHELOR OF SOCIAL WORK,0,3,2,2,3,3,3,3,3,4,1
STU8350,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,2,3,3,2,4,2,3,1
STU8351,B.Sc. Ani. Sci. (Dairy Option),0,3,3,2,2,3,2,4,2,3,1
STU8352,B.Sc. Hort.,1,2,3,3,2,1.5,2,3,1.5,2,0
STU8353,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,3,4,3,3,4,4,1
STU8354,B.Comm. (New Programme),0,2,2,2,3,2,3,2,2,2,0
STU8355,B.Sc. Ani. Sci.,1,4,4,3,3,4,4,3,3,4,1
STU8356,B.Sc. EMOSH,0,3,2,2,2,2,2,3,2,3,1
STU8357,B.Sc. Agron.,1,3,3,2,2,3,3,4,2,3,1
STU8358,B.Comm. (New Programme),0,3,3,3,3,3,3,3,4,3,1
STU8359,B.Ed. Primary (Social Studies),1,3,3,3,3,3,3,3,3,3,1
STU8360,B.Comm. (New Programme),1,3,3,2,3,3,3,3,4,4,1
STU8361,B.Ed. Secondary (Science),1,2,2,2,1.5,2,2,2,0,3,0
STU8362,B.NSc. (N/P),0,3,3,3,3,3,3,4,4,4,1
STU8363,B.Sc. ABE,0,3,3,3,3,3,3,4,2,3,1
STU8364,B.Comm. (New Programme),1,3,3,3,3,4,3,4,4,3,1
STU8365,B.Sc. Cons. Sci. Ed.,0,2,1.5,2,2,2,3,4,3,2,0
STU8366,B.Sc. EMWR,0,3,4,3,2,3,3,3,3,4,1
STU8367,B.Sc. EMWR,1,3,3,2,2,3,3,3,2,3,1
STU8368,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,1.5,2,1.5,2,2,2,0
STU8369,B.Ed. Secondary (Business Education),0,2,2,2,3,1,2,2,2,3,0
STU8370,BACHELOR OF ARTS IN HUMANITIES,1,2,2,2,1.5,2,2,2,1.5,2,0
STU8371,B.Sc. Agric. Ed.,1,4,3,4,3,3,3,4,3,4,1
STU8372,B.Comm. (New Programme),0,2,2,1.5,2,2,3,2,3,2,0
STU8373,BACHELOR OF SCIENCE,1,4,4,4,3,4,3,4,3,4,1
STU8374,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,2,2,3,2,4,2,3,1
STU8375,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,3,2,2,3,2,2,2,4,0
STU8376,B.Comm. (New Programme),1,3,2,2,3,2,2,2,3,3,1
STU8377,B.Ed. Secondary (Humanities),1,2,2,1.5,1.5,2,1.5,2,2,1.5,0
STU8378,B.Sc. Hort.,1,3,4,3,2,3,3,4,3,3,1
STU8379,B.Comm. (New Programme),1,2,2,2,2,1.5,2,2,2,1.5,0
STU8380,B.Sc. Ani. Sci. (Dairy Option),0,3,2,2,3,3,2,4,3,3,1
STU8381,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,3,3,3,3,4,3,4,1
STU8382,B.Comm. (New Programme),0,2,1.5,2,2,2,1.5,2,3,2,0
STU8383,B.Ed. Secondary (Business Education),1,3,3,2,2,3,3,3,2,4,1
STU8384,B.A. JMC,1,2,2,2,2,2,2,2,2,2,0
STU8385,BACHELOR OF SOCIAL WORK,0,2,2,2,2,2,2,3,3,3,1
STU8386,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,4,4,3,3,3,4,1
STU8387,B.Sc. Agric. Econ. and AgBMgt.,1,4,4,4,3,3,3,4,3,3,1
STU8388,BACHELOR OF SOCIAL WORK,0,2,2,3,2,0,0,2,2,3,0
STU8389,B.Sc. FSNT,0,2,2,2,1,1,3,2,2,4,0
STU8390,B.Comm. (New Programme),1,3,3,2,3,2,2,2,2,2,1
STU8391,B.Sc. Agric. Econ. and AgBMgt.,1,3,4,3,3,3,3,4,3,2,0
STU8392,B.Sc. Agron.,1,3,4,3,2,2,2,3,2,2,0
STU8393,B.Sc. ABE,1,3,4,3,3,3,4,3,3,4,1
STU8394,BACHELOR OF SCIENCE,0,1.5,1,2,1.5,2,1.5,1.5,2,0,0
STU8395,B.A. JMC,0,2,2,2,2,2,2,2,3,3,0
STU8396,B.NSc. (N/P),1,4,4,3,4,4,2,3,4,4,1
STU8397,B.Ed. Secondary (Business Education),0,3,3,3,3,3,3,4,3,3,1
STU8398,B.Sc. Agric. Ed.,0,3,3,3,2,2,3,5,2,2,0
STU8399,B.Sc. EHFS,0,3,3,2,2,3,3,3,3,4,1
STU8400,BACHELOR OF SCIENCE,1,3,4,3,3,4,3,3,2,3,0
STU8401,B.Comm. (New Programme),0,3,3,3,3,3,2,3,3,2,0
STU8402,B.Sc. FSNT,1,3,3,3,2,3,4,4,4,4,1
STU8403,B.NSc. (N/P),1,3,3,2,3,3,2,3,2,3,1
STU8404,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,2,3,2,2,3,2,1
STU8405,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,2,2,2,2,4,2,3,0
STU8406,B.Comm. (New Programme),1,3,3,3,3,3,3,3,2,3,1
STU8407,B.Comm. (New Programme),1,2,3,1.5,2,1.5,2,2,1,1.5,0
STU8408,BACHELOR OF ARTS IN HUMANITIES,1,3,2,2,3,3,2,3,3,3,1
STU8409,BACHELOR OF SOCIAL WORK,1,1.5,2,2,2,2,2,0,0,0,0
STU8410,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,2,2,3,3,3,3,3,3,0
STU8411,BACHELOR OF ARTS IN HUMANITIES,0,2,1.5,1.5,2,2,2,2,3,2,0
STU8412,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,1.5,2,1,2,2,1,0
STU8413,B.Comm. (New Programme),0,3,3,3,3,2,3,3,3,3,1
STU8414,B.Sc. Ani. Sci.,1,3,4,3,2,3,3,4,3,3,1
STU8415,B.Sc. ABE,1,2,3,2,2,2,2,3,1,2,0
STU8416,BACHELOR OF SCIENCE,1,3,2,2,2,3,3,3,3,3,1
STU8417,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,3,4,4,3,3,3,1
STU8418,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,1.5,2,2,2,2,3,3,0
STU8419,B.Sc. Ani. Sci.,0,3,3,3,3,4,4,3,3,4,1
STU8420,B.Sc. Hort.,1,3,4,3,3,3,3,4,3,3,1
STU8421,B.Sc. Agric. Ed.,0,3,4,4,3,3,4,4,3,3,1
STU8422,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,3,1.5,3,2,2,2,2,0
STU8423,B.Comm. (New Programme),1,3,3,3,3,3,3,3,2,2,0
STU8424,B.NSc. (N/P),1,3,3,3,3,3,2,3,4,4,1
STU8425,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,3,3,2,2,2,2,2,2,0
STU8426,BACHELOR OF SCIENCE,0,3,2,2,2,2,3,3,3,4,1
STU8427,B.Comm. (New Programme),0,3,3,2,3,3,3,4,3,3,1
STU8428,B.Comm. (New Programme),0,3,2,2,2,3,3,3,3,3,1
STU8429,B.Comm. (New Programme),0,2,1.5,1.5,2,1.5,2,1,1,2,0
STU8430,BACHELOR OF SCIENCE,1,3,3,3,2,3,2,2,3,3,1
STU8431,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,2,2,3,4,3,3,1
STU8432,B.Sc. ABE,1,3,4,4,3,3,4,3,2,4,1
STU8433,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,2,2,2,3,2,2,0
STU8434,BACHELOR OF SCIENCE,1,3,3,3,2,2,3,3,3,4,1
STU8435,BACHELOR OF SOCIAL WORK,1,3,2,2,2,3,3,3,2,3,1
STU8436,BACHELOR OF SCIENCE,0,3,3,2,2,2,3,3,2,3,1
STU8437,B.Comm. (New Programme),0,4,3,3,3,4,3,4,4,4,1
STU8438,B.Ed. Secondary (Humanities),1,2,2,1.5,2,2,1.5,1.5,1.5,0,0
STU8439,B.Sc. Hort.,1,2,3,2,1.5,2,2,4,2,2,0
STU8440,B.Sc. Agron.,1,3,4,3,2,3,3,3,3,3,1
STU8441,B.Sc. TADM,0,3,3,3,3,2,3,3,4,2,1
STU8442,B.Comm. (New Programme),1,3,3,3,3,3,3,3,4,3,1
STU8443,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,2,2,3,3,2,2,2,2,1
STU8444,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,2,3,3,3,3,3,0
STU8445,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,3,3,3,1.5,2,3,1
STU8446,BACHELOR OF SOCIAL WORK,1,3,2,2,2,2,2,3,3,3,1
STU8447,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,2,2,1.5,2,2,2,0
STU8448,B.Comm. (New Programme),1,2,2,1.5,2,2,2,2,2,2,0
STU8449,BACHELOR OF SCIENCE,1,2,2,0,1.5,1,1,3,0,1,0
STU8449,BACHELOR OF SCIENCE,1,1.5,2,0,1.5,1,1,3,0,1,0
STU8450,BACHELOR OF SCIENCE,1,3,3,3,3,4,3,3,2,4,1
STU8451,B.Sc. ABE,1,3,4,3,3,3,3,4,2,3,1
STU8452,B.Sc. Ani. Sci.,0,3,3,3,3,3,3,4,2,3,1
STU8453,B.Sc. Cons. Sci. Ed.,0,4,3,3,3,4,4,5,4,4,1
STU8454,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,3,3,3,3,3,3,1
STU8455,B.Comm. (New Programme),1,3,3,3,2,2,3,3,3,3,1
STU8456,B.Sc. Agric. Econ. and AgBMgt.,0,2,2,2,1.5,2,2,3,1,3,0
STU8457,B.Comm. (New Programme),0,3,3,2,3,2,2,3,2,2,1
STU8458,BACHELOR OF SCIENCE,0,3,2,2,2,3,3,3,3,4,1
STU8459,BACHELOR OF SCIENCE,0,3,2,3,3,3,3,3,3,4,1
STU8460,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,4,4,4,4,4,3,3,4,4,1
STU8461,B.Sc. Agron.,1,3,4,3,2,3,3,4,2,3,0
STU8462,BACHELOR OF SOCIAL WORK,0,3,2,3,2,3,3,3,3,3,1
STU8463,B.Comm. (New Programme),0,4,3,3,4,4,4,4,4,4,1
STU8464,BACHELOR OF ARTS IN HUMANITIES,0,3,2,0,2,2,2,2,3,3,0
STU8465,B.Ed. Secondary (Science),0,2,2,3,2,3,2,1.5,2,3,0
STU8466,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,3,2,2,3,2,2,1
STU8467,B.Ed. Secondary (Humanities),1,2,2,2,2,2,2,2,3,3,0
STU8468,B.Ed. Primary (Science),1,4,3,3,3,4,4,4,3,4,1
STU8469,B.Sc. Cons. Sci. Ed.,0,4,5,4,3,4,4,4,3,3,1
STU8470,BACHELOR OF SOCIAL WORK,0,3,2,1.5,2,3,3,3,2,3,0
STU8471,BACHELOR OF SCIENCE,0,2,2,2,2,1.5,2,1.5,2,3,0
STU8472,BACHELOR OF SCIENCE,1,3,3,3,3,3,3,3,3,3,1
STU8473,B.Ed. Secondary (Business Education),0,2,2,2,2,2,1.5,3,2,2,0
STU8474,B.Sc. Ani. Sci.,0,3,3,3,2,2,3,3,3,3,1
STU8475,B.Sc. EMWR,0,3,2,2,2,3,3,3,2,3,1
STU8476,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,2,3,2,2,2,3,2,0
STU8477,B.Comm. (New Programme),0,3,3,4,4,3,3,3,4,3,1
STU8478,B.Comm. (New Programme),0,3,3,3,3,3,3,3,4,3,1
STU8479,B.Ed. Secondary (Humanities),0,2,2,2,1.5,2,2,3,2,4,0
STU8480,BACHELOR OF SOCIAL WORK,0,3,2,2,2,3,2,3,2,3,1
STU8481,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,2,3,2,2,2,2,3,0
STU8482,BACHELOR OF SOCIAL WORK,0,2,1.5,2,2,2,2,3,2,3,0
STU8483,BACHELOR OF SCIENCE,1,2,3,2,2,2,3,2,2,2,0
STU8484,B.Sc. FSNT,0,4,4,4,2,4,4,4,4,3,1
STU8485,B.Sc. Agric. Econ. and AgBMgt.,1,2,4,2,2,2,2,4,1.5,1,0
STU8486,B.Sc. EHS (N/P),1,3,3,3,3,3,3,3,4,3,1
STU8487,BACHELOR OF SOCIAL WORK,0,3,2,2,2,2,3,3,2,3,0
STU8488,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,4,4,4,4,5,4,4,4,5,1
STU8489,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,4,3,3,3,3,3,3,2,1
STU8490,B.Sc. EHFS,0,3,3,3,3,3,4,3,4,4,1
STU8491,B.Ed. Secondary (Business Education),0,3,2,1.5,2,2,3,3,3,3,1
STU8492,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,2,2,2,3,3,3,2,2,0
STU8493,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,3,2,2,2,2,2,2,2,0
STU8494,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,4,3,3,3,2,3,3,4,1
STU8495,B.Ed. Secondary (Humanities),0,3,3,3,4,4,3,3,5,4,1
STU8496,B.Comm. (New Programme),0,2,2,2,2,2,2,2,3,2,0
STU8497,BACHELOR OF SCIENCE,1,3,3,3,3,5,4,3,3,4,1
STU8498,BACHELOR OF SCIENCE,0,4,4,4,4,4,4,4,3,4,1
STU8499,B.Ed. Secondary (Business Education),1,2,3,2,2,2,2,3,2,2,0
STU8500,B.Sc. Agron.,1,4,4,3,4,3,4,3,3,3,1
STU8501,B.Comm. (New Programme),1,2,3,2,2,2,2,2,2,1.5,0
STU8502,B.Comm. (New Programme),0,3,3,2,3,3,3,3,4,3,1
STU8503,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,4,4,4,3,4,3,3,4,4,1
STU8504,B.Comm. (New Programme),0,3,2,2,2,2,3,3,3,3,0
STU8505,B.Ed. Primary (Social Studies),0,2,2,2,2,2,3,3,2,2,0
STU8506,BACHELOR OF SOCIAL WORK,1,2,2,2,2,2,2,3,2,2,0
STU8507,B.Ed. Primary(Social Studies)IDE,0,3,0,0,0,0,2,2,1.5,4,0
STU8508,BACHELOR OF SCIENCE,0,3,2,3,2,2,3,2,3,3,1
STU8509,BACHELOR OF ARTS IN HUMANITIES,1,3,3,2,3,3,3,2,3,3,1
STU8510,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,2,1.5,2,1.5,2,2,3,0
STU8511,B.Ed. Secondary (Business Education),0,3,3,3,2,3,2,2,2,3,0
STU8512,B.Sc. Ani. Sci.,1,3,3,2,2,2,1.5,4,2,3,0
STU8513,B.NSc. (N/P),0,2,2,2,1.5,3,2,2,2,2,0
STU8514,B.Ed. Secondary (Business Education),0,2,2,1.5,2,1.5,2,2,2,4,0
STU8515,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,3,2,1.5,2,2,2,0
STU8516,B.Ed. Secondary - IDE,0,3,3,2,2,3,3,4,4,3,1
STU8517,B.Sc. EHS (N/P),0,2,1.5,1.5,2,2,1.5,4,3,2,0
STU8518,BED PRIMARY (LANGUAGE ARTS),0,3,2,3,3,3,3,4,3,4,1
STU8519,B.Ed. Secondary (Humanities),0,3,2,3,2,2,3,3,3,4,1
STU8520,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,3,2,3,3,3,3,1
STU8521,BACHELOR OF SOCIAL WORK,0,3,2,3,2,3,3,3,3,3,1
STU8522,BACHELOR OF SOCIAL WORK,0,2,2,2,2,2,2,3,2,2,0
STU8523,B.A. JMC,0,2,2,2,1.5,1.5,2,2,1.5,2,0
STU8524,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,4,4,3,3,3,4,1
STU8525,BED PRIMARY (LANGUAGE ARTS),0,2,0,1.5,3,2,2,2,2,0,0
STU8526,BACHELOR OF ARTS IN HUMANITIES,0,2,2,3,2,2,2,2,2,2,0
STU8527,B.Sc. EHFS,1,3,2,3,2,2,3,3,3,3,1
STU8528,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,2,1.5,2,2,2,0
STU8529,B.Ed. Primary (Science),0,2,2,1,1.5,2,1.5,2,2,3,0
STU8530,BACHELOR OF SOCIAL WORK,0,2,2,2,2,1.5,1,2,3,2,0
STU8531,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,2,2,2,2,2,0
STU8532,B.Sc. FSNT,0,3,3,3,3,3,3,5,3,3,1
STU8533,BACHELOR OF SOCIAL WORK,0,3,2,2,2,3,3,3,3,3,1
STU8534,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,1.5,3,1.5,2,1.5,2,0,2,0
STU8535,BED PRIMARY (LANGUAGE ARTS),0,2,1,0,1.5,3,2,2,2,3,0
STU8536,B.Ed. Primary (Science),0,3,2,2,2,2,2,2,3,3,1
STU8537,B.Comm. (New Programme),0,3,3,2,3,3,3,3,3,3,1
STU8538,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,2,2,0,0,2,2,3,1
STU8539,B.Sc. Hort.,1,3,3,3,2,2,2,3,2,3,1
STU8540,B.Sc. EMWR,1,3,3,3,2,3,3,3,3,3,1
STU8541,BACHELOR OF SOCIAL WORK,0,3,2,3,2,3,2,3,2,4,1
STU8542,B.Ed. Primary (Science),1,2,2,2,3,3,2,2,3,3,0
STU8543,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,3,3,3,3,4,4,1
STU8544,B.Ed. Secondary (Humanities),0,3,3,3,2,2,2,3,3,3,0
STU8545,B.Sc. Ani. Sci.,1,2,0,0,0,0,0,0,2,2,0
STU8546,BACHELOR OF SOCIAL WORK,0,3,0,0,0,0,0,0,2,3,0
STU8547,B.Comm. (New Programme),1,2,2,2,2,2,2,2,2,2,0
STU8548,BACHELOR OF SCIENCE,1,2,3,3,3,2,2,3,1.5,1.5,0
STU8549,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,3,3,3,3,4,3,1
STU8550,B.Comm. (New Programme),1,3,3,3,4,3,3,3,4,3,1
STU8551,B.Sc. Cons. Sci.,0,3,4,3,3,3,3,3,3,2,1
STU8552,B.Ed. Secondary (Business Education),0,3,3,3,4,3,3,4,3,4,1
STU8553,BACHELOR OF SCIENCE,1,2,2,1.5,0,1.5,2,2,1,1,0
STU8554,BED PRIMARY (LANGUAGE ARTS),0,3,2,2,2,2,3,2,3,4,0
STU8555,B.Sc. Cons. Sci. Ed.,0,3,3,2,2,2,3,4,3,3,1
STU8556,B.Sc. EHS (N/P),0,2,3,2,1.5,2,2,2,2,3,0
STU8557,B.Ed. Primary (Social Studies),1,3,2,1.5,3,2,2,3,2,2,0
STU8558,B.Ed. Secondary (Business Education),1,2,3,2,3,2,3,3,3,2,0
STU8559,BED PRIMARY (LANGUAGE ARTS),0,3,2,2,3,3,3,3,3,3,1
STU8560,B.Ed. Secondary (Science),0,2,2,2,1,2,2,2,2,2,0
STU8561,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,1.5,2,2,2,3,2,0
STU8562,B.Comm. (New Programme),1,3,3,3,2,2,4,4,3,3,1
STU8563,B.Ed. Secondary (Humanities),1,2,2,3,3,2,1.5,2,1.5,3,0
STU8564,B.Comm. (New Programme),1,2,2,2,2,1,3,2,2,1.5,0
STU8565,B.Sc. EHFS,1,2,3,2,2,2,2,2,2,2,0
STU8566,BACHELOR OF SCIENCE,1,2,2,2,1.5,2,1.5,2,1,2,0
STU8567,B.Sc. Hort.,0,2,2,2,1,1,2,1.5,5,3,0
STU8568,B.Sc. Hort.,0,3,3,2,1,2,3,4,4,2,0
STU8569,B.Sc. Ani. Sci. (Dairy Option),0,2,2,2,2,3,2,3,0,1.5,0
STU8570,B.Ed. Primary (Science),1,2,2,2,1.5,2,2,3,2,0,0
STU8571,B.Sc. Hort.,1,2,3,3,1.5,2,2,4,0,2,0
STU8572,B.Sc. Agron.,1,2,0,0,0,0,0,0,1,1.5,0
STU8573,B.Ed. Primary (Science),0,3,2,2,2,2,2,2,3,3,0
STU8574,BACHELOR OF SOCIAL WORK,0,3,3,3,3,3,3,3,3,4,1
STU8575,B.Comm. (New Programme),0,3,3,2,3,3,3,3,3,3,1
STU8576,BACHELOR OF SOCIAL WORK,0,3,2,3,3,4,3,4,4,3,1
STU8577,B.Ed. Secondary (Humanities),0,2,2,2,3,2,2,2,2,2,0
STU8578,BACHELOR OF ARTS IN HUMANITIES,0,2,1.5,1.5,2,2,2,2,3,3,0
STU8579,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,0,0,0,3,2,1.5,1.5,2,2,0
STU8579,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,0,0,3,2,1.5,1.5,2,2,0
STU8580,B.Sc. Cons. Sci. Ed.,0,3,3,3,3,3,4,4,3,2,1
STU8581,B.Sc. Agron.,1,2,4,3,2,2,2,3,1.5,1,0
STU8582,B.Sc. ABE,1,2,3,3,2,2,1.5,2,0,0,0
STU8583,B.Sc. Ani. Sci.,1,2,0,0,0,0,0,0,2,2,0
STU8584,BACHELOR OF ARTS IN HUMANITIES,0,2,3,2,1.5,2,2,2,2,3,0
STU8585,BACHELOR OF SOCIAL WORK,1,3,2,3,2,2,2,3,3,4,1
STU8586,B.NSc. (N/P),1,3,3,3,3,3,2,3,3,4,1
STU8587,B.Sc. Ani. Sci. (Dairy Option),0,3,2,2,2,3,1.5,5,2,3,0
STU8588,B.Sc. Agric. Ed.,1,1.5,0,0,0,0,0,0,1.5,1.5,0
STU8589,B.Sc. EMOSH,0,2,2,2,1.5,2,2,2,3,3,0
STU8590,B.Ed. Primary (Science),0,2,2,2,2,2,2,3,3,2,0
STU8591,BACHELOR OF ARTS IN HUMANITIES,1,0,2,2,1.5,2,2,1.5,2,0,0
STU8592,B.Sc. EHS (N/P),0,2,2,2,1.5,2,2,2,2,3,0
STU8593,B.Ed. Secondary (Business Education),0,3,3,2,3,3,3,4,3,3,1
STU8594,BACHELOR OF SOCIAL WORK,0,3,2,2,3,3,3,3,3,3,1
STU8595,B.Sc. Agric. Ed.,1,2,0,0,0,0,0,0,1,2,0
STU8596,BED PRIMARY (LANGUAGE ARTS),0,3,2,2,2,3,2,2,2,3,1
STU8597,BED PRIMARY (LANGUAGE ARTS),0,3,2,2,3,3,3,3,3,3,1
STU8598,B.NSc. (N/P),1,3,3,3,3,3,3,3,0,2,1
STU8599,B.Sc. ABE,1,2,4,2,1.5,1.5,2,3,1,1,0
STU8600,BACHELOR OF SOCIAL WORK,0,3,3,2,3,3,3,3,3,3,1
STU8601,B.Comm. (New Programme),1,4,4,4,4,5,4,4,4,4,1
STU8602,B.Comm. (New Programme),1,5,4,4,4,5,5,5,5,5,1
STU8603,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,1,0,2,1.5,2,1,2,2,0
STU8604,B.Ed. Secondary (Humanities),1,2,2,2,2,2,2,2,2,3,0
STU8605,B.Ed. Secondary (Science),0,2,2,2,1,2,2,1.5,1.5,2,0
STU8606,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,4,4,3,3,2,2,3,3,1
STU8607,B.Sc. IT,0,3,3,3,2,4,3,3,3,4,1
STU8608,B.Sc. Agron.,0,3,4,3,3,2,3,3,2,3,1
STU8609,B.Ed. Secondary (Humanities),1,2,2,2,2,2,2,2,2,3,0
STU8610,BACHELOR OF SOCIAL WORK,0,3,2,2,2,2,3,3,2,3,0
STU8611,B.Ed. Secondary (Business Education),0,2,2,2,2,2,2,2,1.5,1.5,0
STU8612,BACHELOR OF SOCIAL WORK,1,2,2,2,2,2,2,3,2,3,0
STU8613,B.Comm. (New Programme),1,3,2,2,2,3,3,3,3,3,1
STU8614,B.Comm. (New Programme),0,2,2,2,3,2,2,3,3,3,0
STU8615,BACHELOR OF ARTS IN HUMANITIES,0,2,2,1.5,1.5,2,1.5,2,2,2,0
STU8616,BED PRIMARY (LANGUAGE ARTS),0,3,2,3,3,3,3,3,2,4,0
STU8617,B.Sc. EMOSH,1,3,2,2,2,3,3,3,3,3,1
STU8618,B.Ed. Primary (Social Studies),0,2,2,2,2,2,2,2,3,2,0
STU8619,B.Sc. EMWR,1,2,3,2,2,3,2,2,3,2,0
STU8620,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,2,2,3,3,3,0
STU8621,B.Comm. (New Programme),1,3,3,3,3,3,3,3,3,3,1
STU8622,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,2,2,2,2,2,2,0
STU8623,B.Sc. Cons. Sci.,0,3,3,3,3,3,3,4,4,4,1
STU8624,B.A. Humanities (IDE),0,2,2,1,2,2,2,3,3,3,0
STU8625,B.Sc. EHFS,0,3,2,2,2,3,3,3,4,4,1
STU8626,B.Sc. Ani. Sci.,1,3,3,4,3,3,3,4,2,3,1
STU8627,B.Sc. Comp. Sc. Ed.,0,2,0,2,1.5,3,3,2,1,0,0
STU8628,B.Sc. EMOSH,0,3,3,2,2,3,2,3,3,3,1
STU8629,B.Sc. EHS (N/P),0,2,2,2,1.5,2,2,2,2,3,0
STU8630,B.Sc. Cons. Sci.,0,3,3,2,3,3,3,3,3,3,1
STU8631,B.Comm. (New Programme),1,2,3,2,2,2,2,1.5,1.5,1.5,0
STU8632,BACHELOR OF ARTS IN HUMANITIES,0,3,3,2,3,3,3,3,3,3,1
STU8633,B.Sc. Ani. Sci. (Dairy Option),1,3,3,3,2,3,2,4,3,3,1
STU8634,B.Comm. (New Programme),0,3,3,2,3,3,3,3,3,3,1
STU8635,BED PRIMARY (LANGUAGE ARTS),1,3,2,3,2,3,3,3,2,2,1
STU8636,B.Comm. (New Programme),0,3,2,3,3,2,2,2,2,3,0
STU8637,BACHELOR OF ARTS IN HUMANITIES,0,2,2,3,2,3,2,2,2,3,0
STU8638,BACHELOR OF ARTS IN HUMANITIES,1,3,3,2,3,3,3,3,2,3,1
STU8639,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,3,3,4,3,3,3,1
STU8640,B.Ed. Secondary (Business Education),0,3,3,2,2,3,2,3,3,3,0
STU8641,B.Sc. EMOSH,0,2,2,2,2,3,2,3,3,3,0
STU8642,B.Ed. Secondary (Humanities),0,3,3,3,2,2,2,3,3,4,1
STU8643,B.Sc. Cons. Sci. Ed.,0,2,2,2,2,2,2,4,2,2,0
STU8644,B.Sc. Ani. Sci. (Dairy Option),1,3,3,3,3,3,3,4,4,4,1
STU8645,B.Comm. (New Programme),0,2,2,3,2,2,2,2,2,2,0
STU8646,BACHELOR OF ARTS IN HUMANITIES,1,2,1.5,2,1.5,2,2,3,2,3,0
STU8647,B.Comm. (New Programme),1,2,2,2,2,1.5,1.5,2,1,2,0
